unidade,asunto,tipo,adxudicatario,importe,num_licitadores,fin_contrato,data
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA ANA TARATIEL EN EL VII PROGRAMA MEDIANERAS,Servizo,TARATIEL PALACIN ANA,5000.0,1,2021/00/31,2021/00/14
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA ALEJANDRA TOMÉ RODRÍGUEZ EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,TOME RODRIGUEZ ALEJANDRA MANUELA,5000.0,1,2021/00/31,2021/00/29
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA ROBERTO ARGÜELLES EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,ARGÜELLES MENAZ ROBERTO,7000.0,1,2021/00/31,2021/00/16
PATRIMONIO HISTÓRICO,PARTICIPACIÓN ARTISTA DAVIDA (DAVID AMOEDO) EN VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,AMOEDO LOSADA DAVID,6000.0,1,2021/00/31,2021/00/17
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA THE CAVE (NUNO BARBEDO) EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,ASSUNCAO DE BARBEDO NUNO MIGUEL,7000.0,1,2021/00/31,2021/00/08
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA AEC INTERESNI (OLESKI BORDUSOV) EN VII PROGRAMA MUNICIPAL MEDIANERAS,Servizo,BORDUSOV OLESKII,10000.0,1,2021/00/31,2021/00/27
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA ELISA CAPDEVILA EN VII PROGRAMA MEDIANERAS,Servizo,CAPDEVILA GALIOT ELISA,8000.0,1,2021/00/31,2021/00/14
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA SAN (DANIEL MUÑOZ) EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,MUÑOZ RODRIGUEZ DANIEL,8000.0,1,2021/00/31,2021/00/06
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA VANESA ÁLVAREZ EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,ALVAREZ DIAZ VANESA,2500.0,1,2021/00/31,2021/00/22
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA LORENA ARÉVALO EN EL VII PROGRAMA MUNICIPAL MEDIANERAS,Servizo,AREVALO IGLESIAS LORENA,2500.0,1,2021/00/31,2021/00/22
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA TAQUEN (GONZALO MARTÍN) EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,MARTIN DOMINGO GONZALO,8000.0,1,2021/00/31,2021/00/17
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DE LA ARTISTA AMAYA ARRAZOLA EN VII PROGRAMA MEDIANERAS,Servizo,ARRAZOLA OTADUY AMAIA,8000.0,1,2021/00/31,2021/00/27
PATRIMONIO HISTÓRICO,PARTICIPACIÓN DEL ARTISTA AMPPARITO (IGNACIO NEVADO) EN EL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,NEVADO CUADRADO IGNACIO,7000.0,1,2021/00/31,2021/00/06
PATRIMONIO HISTÓRICO,REPARACIÓN DE CUBIERTA EN VIVIENDA CASTREXA DE YACIMIENTO O CASTRO,Servizo,CONSTRUPIEDRA BUBIA S L,15941.75,3,2021/00/30,2021/00/12
PATRIMONIO HISTÓRICO,PODA URXENTE ÁRBORADO,Servizo,XESTION AMBIENTAL DE CONTRATAS SL,12455.98,1,2021/00/31,2021/00/22
PATRIMONIO HISTÓRICO,REPARACION CLIMATIZACION CIMR,Servizo,"FRIO Y CLIMATIZACION, S.L.",208.12,1,2021/00/31,2021/00/31
PATRIMONIO HISTÓRICO,REDACCION PROXECTO OBRAS INTERVENCION ARQUEOLOXICA CASA DOS MOUROS,Servizo,ESTUDIO DE ARQUITECTURA ARQUETIPOS S C,5384.5,1,2021/00/31,2021/00/14
PATRIMONIO HISTÓRICO,CONTRATACIÓN CONDUCTOR/A ACTO DE PRESENTACIÓN VII PROGRAMA MEDIANERAS,Servizo,MIGALLAS TEATRO SL,725.0,1,2021/00/02,2021/00/12
PATRIMONIO HISTÓRICO,CONTRATACIÓN COBERTURA MUSICAL ACTO PRESENTACIÓN VII PROGRAMA MEDIANERAS,Servizo,MUSICOS AO VIVO S COOP GALEGA,363.0,1,2021/00/02,2021/00/12
PATRIMONIO HISTÓRICO,REPARACIÓN DE ELEMENTOS DE PATRIMONIO HISTÓRICO,Servizo,MARS MANTENIMIENTO RECUPERACION E SERVIC,5452.26,3,2021/00/31,2021/00/08
PATRIMONIO HISTÓRICO,REDACCION PROXECTO BASICO POSTA EN VALOR GALERIAS FORTALEZA DE O CASTRO,Servizo,CENDON VAZQUEZ ARQUITECTOS SCP,13850.47,1,2021/00/31,2021/00/15
PATRIMONIO HISTÓRICO,PROXECTO MUSEOLOXICO E MUSEOGRAFICO DA POSTA EN VALOR DAS GALERIAS DA FORTALEZA DE O CASTRO,Servizo,VAN DIVULGACION  CULTURAL SL,13297.9,1,2021/00/31,2021/00/15
PATRIMONIO HISTÓRICO,COORDINACIÓN DE SEGURIDAD Y SALUD DE OBRAS VII PROGRAMA MEDIANERAS,Servizo,ALONSO POBLACIÓN XIANA,4356.0,3,2021/00/31,2021/00/25
PATRIMONIO HISTÓRICO,DIRECCIÓN DE EJECUCIÓN DAS OBRAS DEL VII PROGRAMA MUNICIPAL DE MEDIANERAS,Servizo,LUIS SANCHEZ ALEJANDRO,6776.0,1,2021/00/31,2021/00/25
PATRIMONIO HISTÓRICO,RECREACIÓN HISTÓRICA ESTIVAL NO CENTRO DE INTERPRETACIÓN DO MUNDO ROMANO-XACEMENTO TORALLA,Servizo,ASOCIACION CULTURAL E RECREATIVA MIRAMVICUS,13700.0,1,2021/00/31,2021/00/17
PATRIMONIO HISTÓRICO,"ORGANIZACIÓN Y GESTIÓN JORNADAS, TALLERES Y BATALLA MURAL DENTRO DEL VII PROGRAMA MUNICIPAL DE MEDIANERAS",Servizo,ASOCIACION PROYECTO EWA,15972.0,1,2021/00/31,2021/00/13
PATRIMONIO HISTÓRICO,REDACCIÓN DOCUMENTACIÓN TÉCNICA PARA PRESENTACIÓN PROYECTO A FONDOS EUROPEOS NEXT GENERATION,Servizo,CENDON VAZQUEZ ARQUITECTOS SCP,15018.19,1,2021/00/31,2021/00/27
PATRIMONIO HISTÓRICO,INTERVENCION ARTISTICA BARRIO CHURRUCA (ACTIV. COMPLEMENTARIA VII PROGRAMA MEDIANEIRAS),Servizo,FERRER UCELAY DE MARTA CONCEPCION,17666.92,1,2021/00/31,2021/00/05
PATRIMONIO HISTÓRICO,"'Contrato menor servizos deseño, reparación e substitución de elementos de sinalización e divulgación de equipamentos de patrimonio histórico'",Servizo,VAN DIVULGACION  CULTURAL SL,9347.25,3,2021/00/31,2021/00/15
PATRIMONIO HISTÓRICO,'Actuaciones preparatorias para el VIII programa municipal de medianeras',Servizo,ALONSO POBLACIÓN XIANA,9196.0,3,2021/00/31,2021/00/13
PATRIMONIO HISTÓRICO,'Contrato menor servicios: reparación de daños ocasionados en elementos del patrimonio histórico',Servizo,MARS MANTENIMIENTO RECUPERACION E SERVIC,15911.5,3,2021/00/31,2021/00/16
PATRIMONIO HISTÓRICO,'Contrato menor servicios: reparación daños diversos en el edificio del pazo de a raposeira',Servizo,LAPATIAN SL,17908.0,3,2021/00/31,2021/00/16
PATRIMONIO HISTÓRICO,'Contrato menor servicios: valoración patrimonial de las piezas almacenadas en la nave de patrimonio histórico en pinal de adentro.',Servizo,CASTELLANOS Y PAMIES SL,556.6,1,2021/00/31,2021/00/29
PATRIMONIO HISTÓRICO,'Contrato menor suministro: colaboración con asociación de familias de personas con parálisis cerebral (apam) para proyecto de decoración de espacio en calle miguel hernández nº 1 dentro del vii programa municipal de medianeras.',Subministro,ARTE Y CERAMICA DE GALICIA SL,1730.64,1,2021/00/31,2021/00/12
PATRIMONIO HISTÓRICO,'Contrato menor de suministros: adquisición de planta de temporada para jardín histórico quiñones de león.',Subministro,VIVEIROS ADOA SL,3751.72,3,2021/00/31,2021/00/23
PATRIMONIO HISTÓRICO,'Contrato menor servicios: reparación sistema climatización centro interpretación mundo romano de toralla',Servizo,"FRIO Y CLIMATIZACION, S.L.",235.95,1,2021/00/31,2021/00/23
PATRIMONIO HISTÓRICO,'Contrato menor servizos limpeza grafitis muralla o castro',Servizo,CLINARTE SL,925.65,1,2021/00/31,2021/00/01
SANIDADE,"CONTRATO MENOR DE SERVIZOS PARA ACTIVIDADES FORMATIVAS ANTE SITUACIÓNS DE RISCO PARA A SAÚDE, PREVENCIÓN DA TRANSMISIÓN DA ENFERMIDADE COVID-19, APLICACIÓN DE PROTOCOLOS DE SOPORTE VITAL BÁSICO, SOCORRISMO E PRIMEIROS AUXILIOS Á POBOACIÓN VIGUESA.",Servizo,SALVAR FORMAR Y SOCORRER SL,12000.0,3,2021/00/30,2021/00/22
SANIDADE,'Contrato menor de subministros de 130 camisetas serigrafiadas como agasallo conmemorativo do día internacional sobre donacións de médula ósea.',Subministro,PERSONALIZA TU MARCA SERVICIOS DE MARKETING SL,1085.37,1,2021/00/15,2021/00/31
SANIDADE,"'Contrato menor de servizos para limpeza de fincas insalubres, limpeza e desinfección de vivendas, en execución forzosa de forma subsidiaria pola administración municipal.'",Servizo,ALNUR MEDIOAMBIENTE S L,18148.79,3,2021/00/31,2021/00/14
SANIDADE,'Contrato menor de servizos deseño de roteiros e traballos fotograficos para app municipal dentro do programa de control sanitario das fontes do municipio.',Servizo,NOVOCONTORNO SL,2472.51,1,2021/00/31,2021/00/24
LABORATORIO,- CONTRATO MENOR DE SERVICIOS DE CALIBRACION Y REVISIÓN PREVENTIVA DE ESPECTROFOTOMETRO DE ABSORCIÓN ATOMICA,Servizo,PERKINELMER ESPAÑA S L,7286.07,1,2021/00/31,2021/00/04
LABORATORIO,"CONTRATO MENOR DE SERVICIOS PARA SOPORTE TÉCNICO E ACTUALIZACIÓN SOFTWARE ORALIMS 2000ISA E CONTENTBIAL, XESTOR DOCUMENTAL IMPLANTADOS NOS SERVIZOS ANALÍTICOS MUNICIPAIS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE.",Servizo,LABS DIVISION SL,2897.95,1,2021/00/31,2021/00/01
LABORATORIO,"CONTRATO MENOR DE SUBMINISTROS DE PRODUCTOS FARMACEUTICOS PACK - DOSIS DE SUSTRATO DEFINIDO (COLILERT, ENTEROLERT, PSEUDOLERT), BANDEJAS QUANTI TRAY, BANDEJAS QUANTI TRAY 2000, FRASCOS SIN THIOSULFATE, COMPARADOR QUANTI TRAY, COMPARADOR QUANTI TRAY 2",Subministro,IDEXX LABORATORIOS SL,4000.0,1,2021/00/31,2021/00/01
LABORATORIO,CONTRATO MENOR DE SERVICIOS PARA INFORMES ACREDITATIVOS DE CALIDADE DAS ANALÍTICAS NOS PARÁMETROS FÍSICO QUÍMICOS DAS AUGAS POTABLES DA AREA DE FÍSICO QUIMICA DOS SERVIZOS ANALÍTICOS MUNICIPAIS TRALA PARTICIPACIÓN EN TRES ROLDAS DE INTERCOMPARATIVOS,Servizo,IELAB CALIDAD S L,1109.78,1,2021/00/31,2021/00/01
LABORATORIO,"CONTRATO MENOR DE SUBMINISTROS PARA ADQUISICIÓN DE ELECTRODO DE FLUORUROS ORION, SOLUCIÓN RELLENO INTERNA ELECTRODO REF. DOBLE UNION 5X60ML, SOLUCIÓN REDOX 420 MV 475 ML ORION, SPECTROQUANT CLORO LIBRE/TOTAL 0,010-6,00MG/L 200 TEST MERCK, TITRIPLEX I",Subministro,DROGALLEGA,3000.0,1,2021/00/31,2021/00/01
LABORATORIO,"CONTRATO MENOR DE SERVIZOS PARA INFORME HOMOLOGADO DE CALIBRACIÓN DE DOS AUTOCLAVES MARCA TUTTNAUER MODELO 3870 ELV, CALIBRACIÓN DE 12 SONDAS DE TEMPERATURA, 1 EQUIPO DE CONGELACIÓN, 6 EQUIPOS INCUBADORES, 1 EQUIPO DE BAÑO TERMOSTÁTICO E UN FILTRO DE",Servizo,SELPALAB SL,2934.2,1,2021/00/31,2021/00/01
LABORATORIO,CONTRATO MENOR DE SERVICIOS DE EMISIÓN DE INFORMES ACREDITATIVOS DE CALIDADE DAS ANALÍTICAS MICROBIOLÓXICAS DAS AUGAS POTABLES DA AREA DE MICROBIOLOXÍA DOS SERVIZOS ANALÍTICOS MUNICIPAIS TRALA PARTICIPACIÓN EN 4 ROLDAS DE INTERCOMPARATIVOS (3 ROLDAS,Servizo,THERMO FISHER DIAGNOSTICS SLU,1950.53,1,2021/00/31,2021/00/01
LABORATORIO,CONTRATO MENOR PARA COMPRA DE SUMINISTROS DA AREA DE MICROBIOLOXIA DE PRODUCTOS FARMACEUTICOS DA AREA DE MICROBIOLOXÍA DOS SERVIZOS ANALITICOS MUNICIPAIS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE.,Subministro,BIOMERIEUX SA,3000.0,1,2021/00/31,2021/00/01
LABORATORIO,"CONTRATO MENOR DE SERVICIO DE MENSAXERÍA, PARA ENVIO DE APARATOS A REPARAR, ENVIO DE MOSTRAS PARA IDENTIFICACIÓN, ENVIO DE ANALISES QUE NO SE POIDAN REALIZAR NO LABORATORIO DOS SERVIZOS MUNICIPAIS DE LABORATORIO E DESINFECCIÓN:",Servizo,"REPARTO Y GESTION URGENTE,S.L.",200.0,1,2021/00/31,2021/00/22
LABORATORIO,"Contrato menor para compra de medios de cultivo deshidratados, medios de cultivos preparados en placa, reactivos e suplementos selectivos e indicadores biolóxicos para a Area de Microbioloxía dos Servizos Analiticos Municipais da Area de Medio Ambien",Subministro,CIENTISOL SL,2500.0,1,2021/00/31,2021/00/04
LABORATORIO,"CONTRATO MENOR DE SUMINISTROS PARA ADQUISICIÓN DOS SEGUINTES PRODUCTOS FARMACEUTICOS: SOLUCION CONDUCTIVITY STD, SOLUCION IV QA PLUS ALUMINIUN, SOLUCION CONDUCTIVITY STD 1278 US/CM, SOLUCION IV ALUMINIUN NH4, ICNO21-125ML E ICNO31-125ML., PARA EL ARE",Subministro,GAZTELU BEGONA RAFAEL,726.32,1,2021/00/31,2021/00/10
LABORATORIO,"CONTRATO MENOR DE SUMINISTROS DE GASES DE ACETILENO N26 BOT-L STD 6,5 KG E ALPHAGAZ 1 ARGON BOT-L SMARTOP 50/200 PARA A AREA DE FISICO-QUIMICA PARA OS SERVIZOS ANALITICOS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE",Subministro,A L AIR LIQUIDE ESPAÑA SA,1240.0,1,2021/00/31,2021/00/10
LABORATORIO,"CONTRATO MENOR DE SUBMINISTROS PARA COMPRA DE: AGAR BILIS ESCULINA CON AZIDA 500 G., STERILISATION INDICATOR, BIOINDICADOR STERIKON PLUS,ETANOL 96% ANAR NORMAPUR, PLATE COUNT AGAR (GRANULATED) 500 G., TABLETAS DE SOLUCIÓN RINGER (100X500 ML), AGAR SE",Subministro,VWR INTERNACIONAL EUROLAB S L,3000.0,1,2021/00/31,2021/00/10
LABORATORIO,"CONTRATO MENOR DE SERVIZOS PARA REPARACIÓN DEL SISTEMA MILLI-Q GRADIENT A 10 Nº SERIE F4AN53078B, POR RUPTURA DEL SOPORTE DEL QTUM DEL EQUIPO DE PURIFICACIÓN DE AUGA, DOS SERVIZOS ANALITICOS MUNICIPAIS DA AREA MEDIO AMBIENTE.",Servizo,MERCK  LIFE SCIENCE SL,632.83,1,2021/00/31,2021/00/11
LABORATORIO,CONTRATO MENOR DE SERVIZOS PARA LIMPEZA DE ROUPA DE TRABALLO DO PERSOAL DOS SERVIZOS ANALITICOS MUNICIPAIS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE,Servizo,COSTAS MERA MARIA ESTHER,200.0,1,2021/00/31,2021/00/11
LABORATORIO,CONTRATO MENOR DE SERVICIOS PARA EMISIÓN DE CALIBRACIÓN DE PIPETAS QUE SE UTILIZAN POLOS SERVIZOS ANALÍTICOS MUNICIPAIS,Servizo,METTLER TOLEDO SAE,1710.46,1,2021/00/31,2021/00/25
LABORATORIO,CONTRATO MENOR DE SERVICIOS PARA A EMISIÓN DE INFORME HOMOLOGADO DE CALIBRACIÓN DE FILTROS DE ABSORBANCIA E DE LONXITUDE DE ONDA PARA O EQUIPO DE ESPECTROFOTOMETRIA ULTRAVIOLETA VISIBLE QUE SE UTILIZA NA ANALÍTICA DOS PARÁMETROS FÍSICO QUÍMICOS POLOS,Servizo,TEKNOKROMA ANALITICA SA,1487.63,1,2021/00/31,2021/00/06
LABORATORIO,CONTRATO MENOR DE SERVIZOS PARA CONTRATACIÓN DE DETERMINADAS ANALISES OBRIGATORIAS QUE NON SE PODEN REALIZAR NOS SERVIZOS MUNICIPAIS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE,Servizo,INVESTIGACION Y PROYECTOS MEDIO AMBIENTE SL,3000.0,1,2021/00/31,2021/00/13
LABORATORIO,CONTRATO MENOR DE SUBMINISTROS DE CONCRETOS RATICIDAS E INSECTICIDAS PARA CONTROL DE PRAGAS DO SERVIZO DE DESINFECCIÓN,Subministro,G M B INTERNACIONAL  SL,3215.76,1,2021/00/31,2021/00/22
LABORATORIO,"CONTRATO MENOR DE SUBMINISTROS DE DESINFECTANTES PARA DESINFECCIÓN BENS, INSTALACIÓNS E VEHÍCULOS MUNICIPAIS.",Subministro,MYLVA S A,575.6,1,2021/00/31,2021/00/22
LABORATORIO,"CONTRATO MENOR DE XESTIÓN DE RESIDUOS PERIGOSOS DOS SERVIZOS MUNICIPAIS DE LABORATORIO E DESINFECCIÓN: ENVASES BALEIROS CONTAMINADOS (LER 1501100), TRATAMENTO DE AEROSOIS USADOS (LER 150111), TRATAMENTO RESIDUOS DE LABORATORIO (LER 180106), TRATAMENT",Servizo,HISANTA S L,2000.0,1,2021/00/31,2021/00/30
LABORATORIO,CONTRATO MENOR DE SUMINISTROS DE INSECTICIDAS PARA CONTROL DE PRAGAS POR DIFERENTES ESPECIES DE INSECTOS E RATICIDAS,Subministro,QUIMICA MUNGUIA SA,1041.57,1,2021/00/31,2021/00/29
LABORATORIO,"CONTRATO MENOR DE SUMINISTROS PARA ADQUISICIÓN DE ENVASES DE MICROFIL, MEMBRANAS EZ-PACK Y FILTROS MILLIPACK GP NO ESTERIL, PARA A AREA DE MICROBIOLOXÍA DOS SERVIZOS ANALÍTICOS DA AREA DE MEDIO AMBIENTE E VIDA SAUDABLE.",Subministro,MERCK  LIFE SCIENCE SL,2000.0,1,2021/00/31,2021/00/29
LABORATORIO,CONTRATO MENOR DE SERVICIOS PARA A EMISIÓN DE INFORME HOMOLOGADO DE CALIBRACIÓN DE TRES BALANZAS QUE SE UTILIZAN POLOS SERVIZOS ANALÍTICOS MUNICIPAI,Servizo,METTLER TOLEDO SAE,862.08,1,2021/00/31,2021/00/05
LABORATORIO,"CONTRATO MENOR DE SERVIZOS PARA REPARACIÓN DO AUTOMUESTREADOR MODELO COMPACT-SAMPLER AA 3 DE LA MARCA BRAN+LUEBBE, POR NO FUNCIONAR, DOS SERVIZOS ANALITICOS MUNICIPAIS DA AREA DE FISICO-QUÍMICA",Servizo,SELPALAB SL,72.6,1,2021/00/31,2021/00/16
LABORATORIO,"CONTRATO MENOR DE SERVIZOS PARA REPARACIÓN DO CIRCUITO DE COMUNICIÓN DO AUTOCLAVE TUTTNAUER MODELO 3870ELV, POR PROBLEMAS DE CONEXIÓN AL REGISTRADOR DE DATOS, DOS SERVIZOS ANALÍTICOS MUNICIPAIS DA AREA DE MICROBIOLOXÍA.",Servizo,SELPALAB SL,375.1,1,2021/00/31,2021/00/17
LABORATORIO,'Contrato menor de suministros para compra de desinfectantes para o servizo municipal de desinfección e control de pragas da area de medio ambiente.',Subministro,AQUIMIAN ESPAÑA SL,263.56,1,2021/00/31,2021/00/23
LABORATORIO,'Contrato menor de subministro para adquisición de bobinas de papel de limpeza para os servizos analíticos municipais e parque de desinfección da área de medio ambiente e vida saudable.',Subministro,IRAGO EXCLUSIVAS Y DISTRIBUCIONES SA,1738.77,0,2021/00/31,2021/00/16
LABORATORIO,'Subministración de diverso material de información sanitaria relativa a calidade da auga das fontes municipais e outros espazos públicos.',Subministro,NOVOCONTORNO SL,3944.6,3,2021/00/31,2021/00/03
LABORATORIO,'Contrato menor de suministros para compra de raticidas e insecticidas para o servizo municipal de desinfección e control de pragas.',Subministro,ZELNOVA SA,4043.82,1,2021/00/31,2021/00/23
LABORATORIO,"'Contrato menor de suministros para compra de raticidas, insecticidas e desinfectantes para o servizo municipal de desinfección e control de pragas.'",Subministro,QUIMICA MUNGUIA SA,3129.42,1,2021/00/31,2021/00/23
LABORATORIO,"'Contrato menor de suministros para compra de raticidas, insecticidas e desinfectantes para o servizo municipal de desinfección e control de pragas.'",Subministro,G M B INTERNACIONAL  SL,4763.25,1,2021/00/31,2021/00/23
LABORATORIO,"'Contrato menor de servizos de reparación de: unha trituradora, dous motoserras, unha barrena e unha desbrozadora, que se utilizan nas labores de control, tratamento e prevención das pragas urbanas: desinfección, desinsectación e desratización (ddd),",Servizo,ALMIJOCAR S COOP GALEGA-MOS,1804.28,1,2021/00/31,2021/00/19
LABORATORIO,"'Contrato menor de suministros para compra de raticidas, insecticidas e desinfectantes para o servizo municipal de desinfección e control de pragas.'",Subministro,BIO TRENDS IBERICA SL,498.23,1,2021/00/31,2021/00/24
LABORATORIO,"'Contrato menor de suministros para compra de portacebos de apertura lateral, con chave e dosificador manual bt , para o servizo municipal de desinfección e control de pragas.'",Subministro,BIO TRENDS IBERICA SL,1785.15,1,2021/00/31,2021/00/26
LABORATORIO,'Contrato menor de servicios para a calibración do spectrofotómetro uv-visible da area de química dos  servizos analíticos municipais da area de medio ambiente.',Servizo,SELPALAB SL,381.15,1,2021/00/31,2021/00/21
LABORATORIO,"'Contrato menor de servicios para auditoria interna del sistema de calidad basado en la norma une-en iso 9001:2015, dunha xornada de duración, co alcance de: toma de mostras e análisis de parámetros físico-químicos y microbiolóxicos en augas destinad",Servizo,VEINTIDOS ELEFANTES CONSULTORIA S L CL,338.8,1,2021/00/31,2021/00/26
LABORATORIO,'Contrato menor de servicios para a reparación de 9 pipetas automáticas de diferentes rangos e medidas para os servizos analiticos municipais da area de medio ambiente',Servizo,SELPALAB SL,450.0,1,2021/00/31,2021/00/23
CEDRO,SUBSCRIPCION A PUBLICACIONS PERIODICAS DA U.DIA DE CEDRO,Subministro,"FARO DE VIGO, S.A. UNIPERSONAL",380.0,2,2021/00/31,2021/00/22
CEDRO,SUBSCRIPCION A PUBLICACIONS PERIODICAS DA U.DIA DE CEDRO,Subministro,RIAS BAIXAS COMUNICACION SA,267.87,2,2021/00/31,2021/00/22
CEDRO,SERVIZO DE LIMPEZA DO VESTIARIO DE TRABALLO DO PERSOAL DE CEDRO,Servizo,OTERO RODRIGUEZ EMILIO,907.5,2,2021/00/31,2021/00/14
CEDRO,'Mantemento e reparacions diversas nas instalacions do centro cedro',Servizo,MARS MANTENIMIENTO RECUPERACION E SERVIC,7989.63,2,2021/00/31,2021/00/14
CEDRO,PROGRAMA CAPACITACION ARBITRAL USUARIOS U.DIA CEDRO,Servizo,AGRUPACION DEPORTIVA VIGO DEPORTE BASE,7950.0,1,2021/00/31,2021/00/30
CEDRO,'Participacion en competicions deportivas dos usuarios da unidade de dia de cedro',Servizo,FUTBOL FEDERACION TERRITORIAL GALLEGA,2970.0,1,2021/00/31,2021/00/11
CEDRO,'Participacion en competicions deportivas dos usuarios da u. dia de cedro (2)',Servizo,AGRUPACION DEPORTIVA VIGO DEPORTE BASE,1059.5,1,2021/00/31,2021/00/05
PARTICIPACIÓN CIDADÁ,SUBMINISTRO DE ENREIXADO PARA O CENTRO MUNICIPAL DE DISTRITOS DE BOUZAS,Subministro,CLAVIMAR GALICIA SL,1538.64,2,2020/00/15,2021/00/19
PARTICIPACIÓN CIDADÁ,TRABALLOS DE INSTALACIÓN DE SISTEMA ANTICAÍDAS E ESCALEIRAS DE ACCESO VERTICAL NO C.C.R.VALLADARES,Obra,EUROPEAN PROF SAFETY SYSTEMS SL,8386.81,4,2020/00/31,2020/00/30
PARTICIPACIÓN CIDADÁ,SUBMINISTRO PRENSA CENTROS DISTRITO E SERVIZO PARTICIPACIÓN CIDADÁ,Subministro,LA VOZ DE GALICIA SA,275.0,3,2021/00/31,2021/00/03
PARTICIPACIÓN CIDADÁ,SUBMINISTRO PRENSA CENTROS DISTRITO E SERVIZO PARTICIPACIÓN CIDADÁ,Subministro,"FARO DE VIGO, S.A. UNIPERSONAL",2280.0,3,2021/00/31,2021/00/03
PARTICIPACIÓN CIDADÁ,SUBMINISTRO PRENSA CENTROS DISTRITO E SERVIZO PARTICIPACIÓN CIDADÁ,Subministro,RIAS BAIXAS COMUNICACION SA,313.9,3,2021/00/31,2021/00/03
PARTICIPACIÓN CIDADÁ,"SERVIZOS DE COORDINACIÓN, PROGRAMACIÓN E DESENVOLVEMENTO DE ACTIVIDADES FORMATIVAS NO EIDO DA ALFABETIZACIÓN, CAPACITACIÓN E INCLUSIÓN DIXITAL NA AULA CEMIT",Servizo,SARARTE SL,13310.0,3,2021/00/31,2021/00/25
PARTICIPACIÓN CIDADÁ,SERVIZO DE MANTEMENTO DOS SISTEMAS DE SEGURIDADE E CONTRA INCENDIOS DAS OFICINAS MUNICIPAIS DE DISTRITO,Servizo,SEGURLEM SL,508.2,2,2021/00/31,2021/00/14
PARTICIPACIÓN CIDADÁ,SUBMINISTRO DE PEZAS PARA REPARACIÓN DO ASCENSOR DO CENTRO MUNICIPAL DE DISTRITOS DE BOUZAS,Subministro,THYSSENKRUPP ELEVADORES SL,4736.35,1,2021/00/31,2021/00/10
PARTICIPACIÓN CIDADÁ,'Subministro de módulo gprs para o centro municipal de distritos de saians',Subministro,PROSEGUR SOLUCIONES INTEG DE SEGURIDAD ESPAÑA SL,456.12,1,2022/00/28,2021/00/21
VOLUNTARIADO,CONTRATO PRIVADO DE SERVIZOS PARA SEGURO COLECTIVO DE VOLUNTARIOS/AS,Servizo,W R BERKLEY EUROPE AG SUCURSAL EN ESPAÑA,2338.06,1,2022/00/02,2021/00/28
VOLUNTARIADO,'Mantemento da base de datos da oficina municipal de voluntariado',Servizo,APLICACIONES DE INFORMATICA AEVIGO SL,600.0,1,2021/00/31,2021/00/01
"ÁREA DE CULTURA",CONTRATACIÓN DO SERVIZO DE VENDA DE ENTRADAS INTEGRAL DA PROGRAMACIÓN DE ARTES ESCÉNICAS ORGANIZDA POLA ÁREA DE CULTURA ENTRE XANEIRO E ABRIL DE 2021,Servizo,MARTINEZ QUIÑONES CARLOS,12024.98,3,2021/00/01,2021/00/07
"ÁREA DE CULTURA",CONTRATACIÓN DA COMUNICACIÓN EXTERNA DA PROGRAMACIÓN DE ARTES ESCÉNICAS QUE SE VAI DESENVOLVER POR PARTE DA CONCELLERÍA DE CULTURA,Servizo,VILAS PEREZ ARANCHA,8470.0,3,2021/00/31,2021/00/07
"ÁREA DE CULTURA","CONTRATACIÓN DE DÚAS FUNCIÓNS DO ESPECTÁCULO 'ITALINO GRAND HOTEL' DA COMPAÑÍA LA TAL, O DOMINGO 7 DE MARZO DE 2021, ÁS 12:30 E 18 HORAS, NO AUDITORIO MUNICIPAL DO CONCELLO DE VIGO, DENTRO DA PROGRAMACIÓN VIGOCULTURA",Servizo,COMPANYA D'ESPECTACLES LA TAL S C C L,5324.0,1,2021/00/31,2021/00/07
